project,commit_url,files_modified,found_in_both,vuln_commit,vuln_lines_added,vuln_lines_deleted,fix_commit,fix_lines_added,fix_lines_deleted,cve,cwe
acpica,https://github.com/acpica/acpica/commit/37f2c716f2c6ab14c3ba557a539c3ee3224931b5,source/components/namespace/nseval.c,No,b542af9a4caeb8397c08421d2a4f2f60952f9e79,1,1,37f2c716f2c6ab14c3ba557a539c3ee3224931b5,10,0,,
acpica,https://github.com/acpica/acpica/commit/987a3b5cf7175916e2a4b6ea5b8e70f830dfe732,source/components/dispatcher/dsutils.c,No,b542af9a4caeb8397c08421d2a4f2f60952f9e79,1,1,987a3b5cf7175916e2a4b6ea5b8e70f830dfe732,8,1,,
acpica,https://github.com/acpica/acpica/commit/a23325b2e583556eae88ed3f764e457786bf4df6,source/components/namespace/nsutils.c,No,521bedc49b42e59116de1b54dcd95d30d36cac90,4,4,a23325b2e583556eae88ed3f764e457786bf4df6,10,15,,
admesh,https://github.com/admesh/admesh/commit/e84d8353f1347e1f26f0a95770d92ba14e6ede38,src/connect.c,Yes,8ec09d23869d8931866a6879a31d999ea7a928cc,582314,367,e84d8353f1347e1f26f0a95770d92ba14e6ede38,7,4,CVE-2018-25033,CWE-125
advancecomp,https://github.com/amadvance/advancecomp/commit/78a56b21340157775be2462a19276b4d31d2bd01,lib/png.c,No,7deeafc02b29cc51d51079e66f4f43f986ff9cc5,26,11,78a56b21340157775be2462a19276b4d31d2bd01,17,2,,
advancecomp,https://github.com/amadvance/advancecomp/commit/7894a6e684ce68ddff9f4f4919ab8e3911ac8040,pngex.cc,No,78a56b21340157775be2462a19276b4d31d2bd01,17,2,7894a6e684ce68ddff9f4f4919ab8e3911ac8040,25,1,,
aircrack-ng,https://github.com/aircrack-ng/aircrack-ng/commit/88702a3ce4c28a973bf69023cd0312f412f6193e,src/osdep/network.c,No,da087238963c1239fdabd47dc1b65279605aca70,2,0,88702a3ce4c28a973bf69023cd0312f412f6193e,1,1,,
aircrack-ng,https://github.com/aircrack-ng/aircrack-ng/commit/da087238963c1239fdabd47dc1b65279605aca70,src/buddy-ng.c,No,091b153f294b9b695b0b2831e65936438b550d7b,2,0,da087238963c1239fdabd47dc1b65279605aca70,2,0,,
aircrack-ng,https://github.com/aircrack-ng/aircrack-ng/commit/091b153f294b9b695b0b2831e65936438b550d7b,src/aireplay-ng.c,No,ff70494dd389ba570dbdbf36f217c28d4381c6b5,1,1,091b153f294b9b695b0b2831e65936438b550d7b,2,0,,
aircrack-ng,https://github.com/aircrack-ng/aircrack-ng/commit/ff70494dd389ba570dbdbf36f217c28d4381c6b5,src/airodump-ng.c,No,4e18c0af8e73ea7717660fbbcc892ef2f1894490,9,0,ff70494dd389ba570dbdbf36f217c28d4381c6b5,1,1,,
aspell,https://github.com/GNUAspell/aspell/commit/80fa26c74279fced8d778351cff19d1d8f44fe4e,common/file_util.cpp;common/config.cpp;common/getdata.cpp,No,00f937e725211ce794c97b987413d4ea5ef7c7ff,28,4,80fa26c74279fced8d778351cff19d1d8f44fe4e,3,2,,
asylo,https://github.com/google/asylo/commit/8fed5e334131abaf9c5e17307642fbf6ce4a57ec,asylo/platform/host_call/trusted/host_calls.cc,Yes,6ff3b77ffe110a33a2f93848a6333f33616f02c4,4,3,8fed5e334131abaf9c5e17307642fbf6ce4a57ec,8,0,,
asylo,https://github.com/google/asylo/commit/299f804acbb95a612ab7c504d25ab908aa59ae93,asylo/platform/host_call/trusted/host_calls.cc,No,e582f36ac49ee11a21d23ad6a30c333092e0a94e,4,2,299f804acbb95a612ab7c504d25ab908aa59ae93,1,1,,
asylo,https://github.com/google/asylo/commit/fa6485c5d16a7355eab047d4a44345a73bc9131e,asylo/platform/host_call/trusted/host_calls.cc,Yes,6e158d558abd3c29a0208e30c97c9a8c5bd4230f,5,0,fa6485c5d16a7355eab047d4a44345a73bc9131e,5,0,,
asylo,https://github.com/google/asylo/commit/e582f36ac49ee11a21d23ad6a30c333092e0a94e,asylo/platform/primitives/sgx/ecalls.cc,No,bc3fdb4d7d9ec54cd6915481e98bfdb313c257e9,48,105,e582f36ac49ee11a21d23ad6a30c333092e0a94e,4,2,,
asylo,https://github.com/google/asylo/commit/b1d120a2c7d7446d2cc58d517e20a1b184b82200,asylo/platform/host_call/trusted/host_calls.cc,Yes,8fed5e334131abaf9c5e17307642fbf6ce4a57ec,8,0,b1d120a2c7d7446d2cc58d517e20a1b184b82200,6,1,,
asylo,https://github.com/google/asylo/commit/a37fb6a0e7daf30134dbbf357c9a518a1026aa02,asylo/platform/host_call/trusted/concurrency.cc,No,116b5aba9142558025b48b2c0e648bb765a557f8,24,25,a37fb6a0e7daf30134dbbf357c9a518a1026aa02,4,0,CVE-2020-8937,CWE-787
asylo,https://github.com/google/asylo/commit/ed0926bff0e423cd122a18b3d2fc772817f66825,asylo/platform/host_call/trusted/host_calls.cc,Yes,fa6485c5d16a7355eab047d4a44345a73bc9131e,5,0,ed0926bff0e423cd122a18b3d2fc772817f66825,6,0,CVE-2020-8935,CWE-295
asylo,https://github.com/google/asylo/commit/83036fd841d33baa7e039f842d131aa7881fdcc2,asylo/platform/primitives/sgx/trusted_sgx.cc,No,ed0926bff0e423cd122a18b3d2fc772817f66825,6,0,83036fd841d33baa7e039f842d131aa7881fdcc2,5,0,CVE-2020-8936,CWE-125
asylo,https://github.com/google/asylo/commit/90d7619e9dd99bcdb6cd28c7649d741d254d9a1a,asylo/platform/system_call/system_call.cc,No,b0413b7e1babb149a0467b924437b7cdc5313e57,294,307,90d7619e9dd99bcdb6cd28c7649d741d254d9a1a,3,0,CVE-2021-22552,CWE-125
asylo,https://github.com/google/asylo/commit/6ff3b77ffe110a33a2f93848a6333f33616f02c4,asylo/platform/host_call/trusted/host_calls.cc,No,bda9772e7872b0d2b9bee32930cf7a4983837b39,11,0,6ff3b77ffe110a33a2f93848a6333f33616f02c4,4,3,CVE-2020-8939,CWE-125
asylo,https://github.com/google/asylo/commit/6e158d558abd3c29a0208e30c97c9a8c5bd4230f,asylo/platform/host_call/trusted/host_calls.cc,No,6c407852ce7a71ca48634ecc4d35a7abbbde6b3b,149,49,6e158d558abd3c29a0208e30c97c9a8c5bd4230f,5,0,CVE-2020-8943,CWE-125
asylo,https://github.com/google/asylo/commit/bda9772e7872b0d2b9bee32930cf7a4983837b39,asylo/platform/system_call/type_conversions/manual_types_functions.cc,No,83036fd841d33baa7e039f842d131aa7881fdcc2,5,0,bda9772e7872b0d2b9bee32930cf7a4983837b39,11,0,CVE-2020-8938,CWE-787
asylo,https://github.com/google/asylo/commit/a47ef55db2337d29de19c50cd29b0deb2871d31c,asylo/platform/primitives/sgx/untrusted_cache_malloc.cc,No,808125885af1a8e211739bc84a9f8525e157d72a,1,1,a47ef55db2337d29de19c50cd29b0deb2871d31c,5,4,CVE-2021-22550,CWE-200
asylo,https://github.com/google/asylo/commit/ecfcd0008b6f8f63c6fa3cc1b62fcd4a52f2c0ad,asylo/platform/primitives/sgx/trusted_sgx.cc,No,e95fc9eddd497bdb2e08a1d9eff2f2bb008387e2,21,15,ecfcd0008b6f8f63c6fa3cc1b62fcd4a52f2c0ad,4,3,CVE-2021-22549,CWE-200
asylo,https://github.com/google/asylo/commit/382da2b8b09cbf928668a2445efb778f76bd9c8a,asylo/platform/primitives/sgx/ecalls.cc,No,c712eb94951a20b2f2559baf43d19b7ebaf282ab,36,0,382da2b8b09cbf928668a2445efb778f76bd9c8a,3,1,CVE-2020-8944,CWE-787
asylo,https://github.com/google/asylo/commit/53ed5d8fd8118ced1466e509606dd2f473707a5c,asylo/platform/primitives/sgx/trusted_sgx.cc,No,e73373f00ab2d85294cbb47898028577c1080c3e,119,28,53ed5d8fd8118ced1466e509606dd2f473707a5c,4,3,CVE-2021-22548,CWE-788
at-spi2-core,https://github.com/GNOME/at-spi2-core/commit/c2e87fe00b596dba20c9d57d406ab8faa744b15a,bus/at-spi-bus-launcher.c,No,43b8453d43ab56b7f717050f8102a4ebfcc1dcc7,8,2,c2e87fe00b596dba20c9d57d406ab8faa744b15a,1,1,,
atomicparsley,https://github.com/wez/atomicparsley/commit/d72ccf06c98259d7261e0f3ac4fd8717778782c1,.github/workflows/ci.yml;tests/issue-32.mp4;src/extracts.cpp;tests/test.sh,Yes,020176f688d9efec68f1ce1b100e052bff1cfc2e,3,12,d72ccf06c98259d7261e0f3ac4fd8717778782c1,17,1,CVE-2021-37232,CWE-787
atril,https://github.com/mate-desktop/atril/commit/f4291fd62f7dfe6460d2406a979ccfac0c68dd59,backend/comics/comics-document.c,No,3fa7dc556be3395ae5b3273568426beb4416bd40,2,2,f4291fd62f7dfe6460d2406a979ccfac0c68dd59,6,0,,
aubio,https://github.com/aubio/aubio/commit/b1559f4c9ce2b304d8d27ffdc7128b6795ca82e5,src/tempo/tempo.c,No,c4a8bc138e49de8b43fcd2221ef84dfa5073208f,3,3,b1559f4c9ce2b304d8d27ffdc7128b6795ca82e5,4,3,,
aubio,https://github.com/aubio/aubio/commit/eda95c9c22b4f0b466ae94c4708765eaae6e709e,src/spectral/filterbank.c,No,1029ac707264007902cff59ba44e1a7e226ab909,3,0,eda95c9c22b4f0b466ae94c4708765eaae6e709e,12,0,,
audiofile,https://github.com/antlarr/audiofile/commit/7d65f89defb092b63bcbc5d98349fb222ca73b3c,sfcommands/sfconvert.c,No,beacc44eb8cdf6d58717ec1a5103c5141f1b37f9,46,6,7d65f89defb092b63bcbc5d98349fb222ca73b3c,32,2,,
audiofile,https://github.com/antlarr/audiofile/commit/c48e4c6503f7dabd41f11d4c9c7b7f8960e7f2c0,libaudiofile/WAVE.cpp,No,b62c902dd258125cac86cd2df21fc898035a43d3,7,1,c48e4c6503f7dabd41f11d4c9c7b7f8960e7f2c0,6,0,,
audiofile,https://github.com/antlarr/audiofile/commit/2bbebc4aa0c847d59f42e291d99ad015e40c51c7,libaudiofile/modules/Module.cpp;libaudiofile/track.cpp;libaudiofile/modules/rebuffer.h;libaudiofile/g711.h;libaudiofile/pcm.c;libaudiofile/modules/Module.h;libaudiofile/Shared.h;libaudiofile/modules/ima.h;ChangeLog;libaudiofile/modules/G711.h;libaudiofile/data.c;libaudiofile/format.c;libaudiofile/audiofile.exports;libaudiofile/modules/PCM.h;libaudiofile/modules/ModuleState.cpp;libaudiofile/modules/MSADPCM.cpp;libaudiofile/util.cpp;libaudiofile/modules/pcm.c;libaudiofile/modules/MSADPCM.h;libaudiofile/modules/rebuffer.template;libaudiofile/openclose.cpp;libaudiofile/setup.c;libaudiofile/modules.h;libaudiofile/modules/FileModule.cpp;libaudiofile/Makefile.am;libaudiofile/debug.h;libaudiofile/modules/Makefile.am;libaudiofile/debug.c;libaudiofile/modules/adpcm.h;libaudiofile/util.h;libaudiofile/modules/pcm.h;libaudiofile/byteorder.h;libaudiofile/units.h;libaudiofile/track.h;libaudiofile/modules/IMA.h;libaudiofile/format.cpp;libaudiofile/modules/rebuffer.c;libaudiofile/data.cpp;libaudiofile/modules/ModuleState.h;libaudiofile/pcm.cpp;libaudiofile/modules/ima.c;libaudiofile/pcm.h;libaudiofile/modules/g711.c;libaudiofile/modules.c;libaudiofile/modules/FileModule.h;libaudiofile/modules/G711.cpp;libaudiofile/afinternal.h;libaudiofile/modules/SimpleModule.cpp;libaudiofile/modules/SimpleModule.h;libaudiofile/track.c;libaudiofile/AudioFormat.cpp;libaudiofile/modules/PCM.cpp;libaudiofile/modules/g711.h;libaudiofile/modules/msadpcm.c;libaudiofile/modules/msadpcm.h;libaudiofile/modules/IMA.cpp;libaudiofile/units.c,Yes,5843091e8c8d7ab85a1997b194f5b2da9120bb9f,1783,1657,2bbebc4aa0c847d59f42e291d99ad015e40c51c7,4333,6099,,
augeas,https://github.com/hercules-team/augeas/commit/051c73a9a7ffe9e525f6f0a1b8f5198ff8cc6752,tests/test-preserve.sh;src/transform.c,Yes,64244e867cd979435218a72a325c12fc2e477ab3,7,9,051c73a9a7ffe9e525f6f0a1b8f5198ff8cc6752,24,1,,
autotrace,https://github.com/autotrace/autotrace/commit/e96bffadc25ff0ba0e10745f8012efcc5f920ea9,src/input-bmp.c,No,b4affb90ffba014149a481f3d7cb431dd7d58af1,15,0,e96bffadc25ff0ba0e10745f8012efcc5f920ea9,1,1,CVE-2022-32323,CWE-787
barebox,https://github.com/saschahauer/barebox/commit/0a9f9a7410681e55362f8311537ebc7be9ad0fbe,crypto/digest.c,No,610db8d457fe7f479e93fb4d88e869792133f9d5,109,0,0a9f9a7410681e55362f8311537ebc7be9ad0fbe,5,2,CVE-2021-37847,CWE-200
barebox,https://github.com/saschahauer/barebox/commit/a3337563c705bc8e0cf32f910b3e9e3c43d962ff,common/password.c,No,0a9f9a7410681e55362f8311537ebc7be9ad0fbe,5,2,a3337563c705bc8e0cf32f910b3e9e3c43d962ff,3,2,CVE-2021-37848,CWE-200
bash,https://github.com/bminor/bash/commit/951bdaad7a18cc0dc1036bba86b18b90874d39ff,configure;builtins/help.def;bashline.c;lib/glob/glob.c;pathexp.c;doc/bashref.texi;MANIFEST;CWRU/CWRU.chlog;tests/glob.tests;tests/glob7.sub;tests/glob6.sub;config.h.in;doc/bash.1;configure.ac;shell.c,Yes,602eae4d6bea77bc912f037b120c9251f7d04e63,7988,7776,951bdaad7a18cc0dc1036bba86b18b90874d39ff,158,58,CVE-2019-18276,CWE-787
bash,http://git.savannah.gnu.org/cgit/bash.git/commit/?h=devel&id=863d31ae775d56b785dc5b0105b6d251515d81d5,doc/builtins.1;variables.c;CWRU/misc/endian.c;CWRU/misc/endian3.c;error.c;locale.c;lib/sh/shquote.c;CWRU/misc/endian2.c;po/gl.po;CWRU/CWRU.chlog~;CWRU/CWRU.chlog;MANIFEST;execute_cmd.c;lib/sh/strtrans.c;error.c~;lib/sh/unicode.c;doc/bash.1;lib/sh/unicode.c~,Yes,1f6ec1a86f688bb09a79232b6fb4a30a19ae71b2,27234,28,863d31ae775d56b785dc5b0105b6d251515d81d5,1811,465,CVE-2012-6711,CWE-119
bdwgc,https://github.com/ivmai/bdwgc/commit/e10c1eb9908c2774c16b3148b30d2f3823d66a9a,malloc.c,No,a268866404003fcdd1183a9f0fc022218aa6d022,1,0,e10c1eb9908c2774c16b3148b30d2f3823d66a9a,5,0,,
bdwgc,https://github.com/ivmai/bdwgc/commit/be9df82919960214ee4b9d3313523bff44fd99e1,malloc.c;mallocx.c,Yes,e10c1eb9908c2774c16b3148b30d2f3823d66a9a,5,0,be9df82919960214ee4b9d3313523bff44fd99e1,4,0,,
bdwgc,https://github.com/ivmai/bdwgc/commit/6a93f8e5bcad22137f41b6c60a1c7384baaec2b3,malloc.c,No,5a64ce40d03458f141b2609f8760b9ecc65b95c4,2,0,6a93f8e5bcad22137f41b6c60a1c7384baaec2b3,7,3,,
bdwgc,https://github.com/ivmai/bdwgc/commit/83231d0ab5ed60015797c3d1ad9056295ac3b2bb,malloc.c,Yes,6a93f8e5bcad22137f41b6c60a1c7384baaec2b3,7,3,83231d0ab5ed60015797c3d1ad9056295ac3b2bb,4,1,,
bdwgc,https://github.com/ivmai/bdwgc/commit/4e1a6f9d8f2a49403bbd00b8c8e5324048fb84d4,typd_mlc.c,Yes,846d937b4a3d558307dfa4764df67ca5c093c8fb,1,1,4e1a6f9d8f2a49403bbd00b8c8e5324048fb84d4,15,3,CVE-2016-9427,CWE-119
bitlbee,https://github.com/bitlbee/bitlbee/commit/30d598ce7cd3f136ee9d7097f39fa9818a272441,protocols/purple/ft.c,No,53cb4ae80e54b89efebc7d19f739d17fc3286383,16,3,30d598ce7cd3f136ee9d7097f39fa9818a272441,4,0,,
bitlbee,https://github.com/bitlbee/bitlbee/commit/701ab8129ba9ea64f569daedca9a8603abad740f,protocols/bee_ft.c,No,fca468311f1fd9880ed2ae4991b2ecc261fd34d5,14,3,701ab8129ba9ea64f569daedca9a8603abad740f,1,1,,
bluez,https://github.com/bluez/bluez/commit/1cd644db8c23a2f530ddb93cebed7dacc5f5721a,src/shared/att.c,No,1d1577c929e3486a9d7e98c4f66329ce8fd0f3e7,37,9,1cd644db8c23a2f530ddb93cebed7dacc5f5721a,40,6,,
bluez,http://git.kernel.org/cgit/bluetooth/bluez.git/commit/?id=8514068150759c1d6a46d4605d2351babfde1601,tools/csr.c,No,0a018b2d1a88813d528e1a9039ad07ec24da4a62,1,0,8514068150759c1d6a46d4605d2351babfde1601,1,1,,
bluez,https://github.com/bluez/bluez/commit/e2b0f0d8d63e1223bb714a9efb37e2257818268b,profiles/audio/avrcp.c,No,7a80d2096f1b7125085e21448112aa02f49f5e9a,36,20,e2b0f0d8d63e1223bb714a9efb37e2257818268b,8,0,,
bluez,https://git.kernel.org/pub/scm/bluetooth/bluez.git/commit/?h=5.54&id=8cdbd3b09f29da29374e2f83369df24228da0ad1,profiles/input/hog.c,No,2f2ea9613515dc90b75d32f6955dbf9d18876fde,4,0,8cdbd3b09f29da29374e2f83369df24228da0ad1,4,0,,
booth,https://github.com/ClusterLabs/booth/commit/35bf0b7b048d715f671eb68974fb6b4af6528c67,src/main.c,Yes,d0ac26cc0c2fb4069c2d095cc0bbe3f94f02c05e,52,5,35bf0b7b048d715f671eb68974fb6b4af6528c67,1,1,CVE-2022-2553,CWE-284
bro,https://github.com/bro/bro/commit/c2b18849f8bb833253538f5dfedb4ed1dc176a30,testing/btest/scripts/base/protocols/irc/names-weird.bro;src/analyzer/protocol/irc/IRC.cc;testing/btest/Traces/irc-353.pcap;testing/btest/Baseline/scripts.base.protocols.irc.names-weird/weird.log,No,5ce7fe615a153f17ba334ba3f3205a8082b8302a,1,1,c2b18849f8bb833253538f5dfedb4ed1dc176a30,21,3,,
bro,https://github.com/bro/bro/commit/6c0f101a62489b1c5927b4ed63b0e1d37db40282,src/analyzer/protocol/tcp/ContentLine.cc,No,70456d9f6bf7fe0019a008b43fe526632d72b5e3,7,3,6c0f101a62489b1c5927b4ed63b0e1d37db40282,10,0,,
bubblewrap,https://github.com/projectatomic/bubblewrap/commit/d7fc532c42f0e9bf427923bab85433282b3e5117,bubblewrap.c,No,a10af855abdd444df5e464187c15e1c81fa18d4d,1,1,d7fc532c42f0e9bf427923bab85433282b3e5117,3,0,CVE-2017-5226,CWE-20
bubblewrap,https://github.com/projectatomic/bubblewrap/commit/efc89e3b939b4bde42c10f065f6b7b02958ed50e,bubblewrap.c,No,1622673a4daa47c0efc586d568b0b2c150e80597,1,1,efc89e3b939b4bde42c10f065f6b7b02958ed50e,9,11,,
c-ares,https://github.com/c-ares/c-ares/commit/9478908a490a6bf009ba58d81de8c1d06d50a117,ares_parse_naptr_reply.c,No,ee7d235822e4dc32d6b5cefb30484b4014da0067,29,0,9478908a490a6bf009ba58d81de8c1d06d50a117,6,1,,
c-ares,https://github.com/c-ares/c-ares/commit/18ea99693d63f957ecb670045adbd2c1da8a4641,ares_parse_naptr_reply.c,No,df9af318ba9e6ec53c7c7b27d94fc89a93b79849,1,0,18ea99693d63f957ecb670045adbd2c1da8a4641,7,6,CVE-2017-1000381,CWE-200
c-ares,https://github.com/c-ares/c-ares/commit/1cc7e83c3bdfaafbc5919c95025592d8de3a170e,ares_getaddrinfo.c,Yes,1c73eccfdcb63ef2f246dfdb13af765f6c32bfba,4,4,1cc7e83c3bdfaafbc5919c95025592d8de3a170e,1,0,CVE-2020-14354,CWE-310
c-blosc2,https://github.com/Blosc/c-blosc2/commit/c4c6470e88210afc95262c8b9fcc27e30ca043ee,blosc/blosc2.c,Yes,bb42656cb982f60ce8f1b87f3185bdcd94eb9d0a,18,16,c4c6470e88210afc95262c8b9fcc27e30ca043ee,8,4,CVE-2020-29367,CWE-787
cairo,https://gitlab.freedesktop.org/cairo/cairo/-/merge_requests/85/diffs?commit_id=03a820b173ed1fdef6ff14b4468f5dbc02ff59be,test/reference/bug-image-compositor.ref.png;src/cairo-image-compositor.c;test/Makefile.sources;test/bug-image-compositor.c,No,e22d7212acb454daccc088619ee147af03883974,69,70,03a820b173ed1fdef6ff14b4468f5dbc02ff59be,44,4,CVE-2020-35492,CWE-787
capstone,https://github.com/aquynh/capstone/commit/87a25bb543c8e4c09b48d4b4a6c7db31ce58df06,arch/X86/X86Mapping.c,Yes,d7459a0ed760b62c08d2110292c20491cad8928f,4,2,87a25bb543c8e4c09b48d4b4a6c7db31ce58df06,8,3,,
capstone,https://github.com/aquynh/capstone/commit/6fe86eef621b9849f51a5e1e5d73258a93440403,windows/winkernel_mm.c,No,fbfa991cae29068297582e2e04d1a2376925ec27,9,3,6fe86eef621b9849f51a5e1e5d73258a93440403,11,2,,
cbang,https://github.com/CauldronDevelopmentLLC/cbang/commit/1c1dba62bd3e6fa9d0d0c0aa21926043b75382c7,tests/tarTests/ExtractTest/expect/stderr;tests/tarTests/CompressedExtractTest/expect/stderr;tests/tarTests/CompressedExtractTest/data/args;tests/tarTests/ExtractTest/expect/return;tests/tarTests/.gitignore;tests/tarTests/tar;tests/tarTests/tar.cpp;tests/tarTests/BadExtractTest/expect/stdout;tests/tarTests/SConscript;tests/tarTests/CompressedExtractTest/data/test.tar.bz2;tests/tarTests/ExtractTest/data/test.tar;tests/tarTests/ExtractTest/expect/stdout;tests/tarTests/test.json;tests/tarTests/BadExtractTest/data/test.tar;src/cbang/tar/TarFileReader.cpp;tests/tarTests/BadExtractTest/expect/stderr;tests/tarTests/BadExtractTest/expect/return;tests/tarTests/CompressedExtractTest/expect/stdout;tests/tarTests/BadExtractTest/data/args;tests/tarTests/ExtractTest/data/args;tests/tarTests/CompressedExtractTest/expect/return,No,71a999a1049dfb0cf745b8cd549b4fb6c5585cc3,45,19,1c1dba62bd3e6fa9d0d0c0aa21926043b75382c7,99,2,,
