project,commit_url,files_modified,found_in_both,vuln_commit,vuln_lines_added,vuln_lines_deleted,fix_commit,fix_lines_added,fix_lines_deleted,cve,cwe
edgeless-mariadb,https://github.com/edgelesssys/edgeless-mariadb/commit/91d5fffa0796b8208c3d6633c8f296da8914af4d,extra/mariabackup/ds_compress.cc,No,fde99e006d0947977f196854dd1f5a2eaa030c20,1,0,91d5fffa0796b8208c3d6633c8f296da8914af4d,11,12,,
edk2,https://github.com/tianocore/edk2/commit/0a0d5296e448fc350de1594c49b9c0deff7fad60,UefiCpuPkg/CpuMpPei/CpuMpPei.h;UefiCpuPkg/CpuMpPei/CpuMpPei.inf;UefiCpuPkg/CpuMpPei/CpuMpPei.c;UefiCpuPkg/CpuMpPei/CpuPaging.c,No,e09b6b5953db38db87b84c80a2e95a82a1c91020,6,2,0a0d5296e448fc350de1594c49b9c0deff7fad60,937,17,,
edk2,https://github.com/tianocore/edk2/commit/26442d11e620a9e81c019a24a4ff38441c64ba10,CryptoPkg/Library/BaseCryptLib/Pk/CryptAuthenticode.c,No,f82b827c92f77eac8debdce6ef9689d156771871,9,3,26442d11e620a9e81c019a24a4ff38441c64ba10,2,2,CVE-2019-14584,CWE-476
edk2,https://github.com/tianocore/edk2/commit/89f75aa04a97293a8ed9db2a90851a5053730cf5,MdeModulePkg/Universal/Disk/UdfDxe/FileSystemOperations.c,Yes,5c0748f43f4e1cc15fdd0be64a764eacd7df92f6,50,4,89f75aa04a97293a8ed9db2a90851a5053730cf5,4,0,,
edk2,https://github.com/tianocore/edk2/commit/3b30351b75d70ea65701ac999875fbb81a89a5ca,MdeModulePkg/Universal/Disk/UdfDxe/FileSystemOperations.c;MdeModulePkg/Universal/Disk/UdfDxe/Udf.h,Yes,89f75aa04a97293a8ed9db2a90851a5053730cf5,4,0,3b30351b75d70ea65701ac999875fbb81a89a5ca,23,1,,
edk2,https://github.com/tianocore/edk2/commit/4df8f5bfa28b8b881e506437e8f08d92c1a00370,MdeModulePkg/Universal/Disk/PartitionDxe/Udf.c,No,4a723d3d7fd1cbbc28c92f14361761831ad27bab,12,8,4df8f5bfa28b8b881e506437e8f08d92c1a00370,29,0,,
edk2,https://github.com/tianocore/edk2/commit/f1d78c489a39971b5aac5d2fc8a39bfa925c3c5d,MdeModulePkg/Universal/DisplayEngineDxe/ProcessOptions.c,No,764e8ba1389a617639d79d2c4f0d53f4ea4a7387,8,1,f1d78c489a39971b5aac5d2fc8a39bfa925c3c5d,6,2,CVE-2019-14558,NVD-CWE-Other
empathy,http://git.gnome.org/browse/empathy/commit/?id=739aca418457de752be13721218aaebc74bd9d36,libempathy-gtk/empathy-theme-adium.c,No,4be40f870291191e95035cd08b8f0733c9af1828,1,1,739aca418457de752be13721218aaebc74bd9d36,5,2,,
empathy,http://git.gnome.org/browse/empathy/commit/?id=15a4eec2f156c4f60398a9d842279203f475ed89,libempathy-gtk/empathy-theme-adium.c,No,27831472d751867c3f2ff1f4f26087c75c65776b,38,5,15a4eec2f156c4f60398a9d842279203f475ed89,3,3,,
engine,https://github.com/gost-engine/engine/commit/c6655a0b620a3e31f085cc906f8073fe81b2fad3,e_gost_err.h;e_gost_err.c;gost_ec_keyx.c,No,ee1986c58ccb81d1224d09a7cb56b2043fa6a2e8,14,14,c6655a0b620a3e31f085cc906f8073fe81b2fad3,22,1,CVE-2022-29242,CWE-120
engine,https://github.com/gost-engine/engine/commit/7df766124f87768b43b9e8947c5a01e17545772c,gost_ec_keyx.c,Yes,c6655a0b620a3e31f085cc906f8073fe81b2fad3,22,1,7df766124f87768b43b9e8947c5a01e17545772c,21,1,CVE-2022-29242,CWE-787
envoy,https://github.com/envoyproxy/envoy/commit/e9f936d85dc1edc34fabd0a1725ec180f2316353,source/extensions/transport_sockets/tls/cert_validator/cert_validator.h;test/extensions/transport_sockets/tls/ssl_socket_test.cc;envoy/ssl/certificate_validation_context_config.h;source/extensions/transport_sockets/tls/cert_validator/default_validator.cc,No,9371333230b1a6e1be2eccf4868771e11af6253a,62,0,e9f936d85dc1edc34fabd0a1725ec180f2316353,196,1,CVE-2022-21654,CWE-362
envoy,https://github.com/envoyproxy/envoy/commit/2c60632d41555ec8b3d9ef5246242be637a2db0f,docs/root/version_history/v1.15.1.rst;source/extensions/filters/common/expr/context.cc;include/envoy/http/header_map.h;source/common/http/header_map_impl.cc;source/common/runtime/runtime_features.cc;source/common/http/header_map_impl.h;test/extensions/filters/common/expr/context_test.cc;test/extensions/filters/http/lua/wrappers_test.cc;test/common/http/BUILD;test/extensions/filters/common/expr/evaluator_fuzz_test.cc;source/extensions/filters/http/jwt_authn/BUILD;docs/root/version_history/version_history.rst;test/extensions/filters/http/rbac/rbac_filter_integration_test.cc;source/common/http/BUILD;source/common/http/header_utility.h;source/common/http/header_utility.cc;source/extensions/filters/http/header_to_metadata/BUILD;test/common/http/header_map_impl_test.cc;test/common/http/header_utility_test.cc;source/extensions/filters/http/lua/wrappers.cc;source/extensions/filters/http/header_to_metadata/header_to_metadata_filter.cc;source/extensions/filters/http/jwt_authn/extractor.cc;source/extensions/filters/common/expr/evaluator.h;source/extensions/filters/common/expr/context.h;test/extensions/filters/http/header_to_metadata/header_to_metadata_filter_test.cc;source/extensions/filters/http/lua/BUILD;test/extensions/filters/http/jwt_authn/extractor_test.cc;source/extensions/filters/common/expr/evaluator.cc;test/test_common/utility.h,No,41e65e25ed60e6d036de7f5ff610c43cfc45cbf6,66,18,2c60632d41555ec8b3d9ef5246242be637a2db0f,503,78,,
envoy,https://github.com/envoyproxy/envoy/commit/9371333230b1a6e1be2eccf4868771e11af6253a,test/extensions/filters/http/jwt_authn/test_common.h;test/extensions/filters/http/jwt_authn/filter_integration_test.cc;docs/root/version_history/current.rst;source/extensions/filters/http/jwt_authn/matcher.cc,Yes,ce0ae309057a216aba031aff81c445c90c6ef145,74,1,9371333230b1a6e1be2eccf4868771e11af6253a,62,0,CVE-2021-43824,CWE-703
epiphany,https://github.com/GNOME/epiphany/commit/486da133569ebfc436c959a7419565ab102e8525,lib/ephy-string.c,Yes,a32886f5467524b7287bc3a4e11cbcc7305bf043,2,1,486da133569ebfc436c959a7419565ab102e8525,2,3,,
epiphany,http://git.gnome.org/browse/epiphany/commit/?id=f3ed2a94694b698bb3cb38bb08a741364fe2df9b,embed/ephy-embed-single.c;configure.ac,No,8daa3af1d4aecc92f7a0558173884ed703964476,16,0,f3ed2a94694b698bb3cb38bb08a741364fe2df9b,2,2,,
Espruino,https://github.com/espruino/Espruino/commit/ce1924193862d58cb43d3d4d9dada710a8361b89,src/jsvar.c,No,c36d30529118aa049797db43f111ddad468aad29,2,0,ce1924193862d58cb43d3d4d9dada710a8361b89,1,1,,
Espruino,https://github.com/espruino/Espruino/commit/8a44b04b584b3d3ab1cb68fed410f7ecb165e50e,ChangeLog;libs/graphics/jswrap_graphics.c;libs/graphics/lcd_arraybuffer.c,Yes,aaaa800f39fe4d956200b07061812da5aa635468,11,6,8a44b04b584b3d3ab1cb68fed410f7ecb165e50e,10,2,,
Espruino,https://github.com/espruino/Espruino/commit/b6d362f6a1f2de0b3e7604848116efb509196bf4,src/jsvar.c;ChangeLog,Yes,8a44b04b584b3d3ab1cb68fed410f7ecb165e50e,10,2,b6d362f6a1f2de0b3e7604848116efb509196bf4,2,1,,
Espruino,https://github.com/espruino/Espruino/commit/a0d7f432abee692402c00e8b615ff5982dde9780,src/jsutils.c;ChangeLog,Yes,94629068ea3cd5385a8b0e04d040732c7b3b1e5d,8,5,a0d7f432abee692402c00e8b615ff5982dde9780,4,1,,
Espruino,https://github.com/espruino/Espruino/commit/bed844f109b6c222816740555068de2e101e8018,src/jslex.c,Yes,0a7619875bf79877907205f6bee08465b89ff10b,14,16,bed844f109b6c222816740555068de2e101e8018,14,13,,
Espruino,https://github.com/espruino/Espruino/commit/c36d30529118aa049797db43f111ddad468aad29,src/jsparse.c;ChangeLog,Yes,f1d7afdbe758cefcc017882e82466eeaec1a4fec,22,1,c36d30529118aa049797db43f111ddad468aad29,2,0,,
Espruino,https://github.com/espruino/Espruino/commit/0a7619875bf79877907205f6bee08465b89ff10b,src/jsvar.c;src/jslex.c;src/jspin.c;ChangeLog;src/jsutils.c,Yes,a0d7f432abee692402c00e8b615ff5982dde9780,4,1,0a7619875bf79877907205f6bee08465b89ff10b,14,16,,
EternalTerminal,https://github.com/MisterTea/EternalTerminal/commit/900348bb8bc96e1c7ba4888ac8480f643c43d3c3,external/easyloggingpp;src/terminal/UserTerminalRouter.hpp;src/terminal/UserTerminalRouter.cpp;src/base/LogHandler.cpp;.gitmodules;src/terminal/TerminalClient.cpp;src/base/PipeSocketHandler.cpp;src/terminal/forwarding/PortForwardHandler.cpp;CMakeLists.txt,Yes,d22f36158b825ae455adbefda0bc6c9267e6563a,50,9,900348bb8bc96e1c7ba4888ac8480f643c43d3c3,17,7,CVE-2022-24950,CWE-362
ettercap,https://github.com/Ettercap/ettercap/commit/e3abe7d7585ecc420a7cab73313216613aadad5a,src/dissectors/ec_postgresql.c,No,ed8d9dd8c66b6a8edea9884ad753a676ad40f56c,1,1,e3abe7d7585ecc420a7cab73313216613aadad5a,7,3,,
evolution,https://gitlab.gnome.org/GNOME/evolution/commit/9c55a311325f5905d8b8403b96607e46cf343f21,src/em-format/e-mail-parser.c,No,09a7a16a5f2e6595a773c3804f08f10986137b17,133,5,9c55a311325f5905d8b8403b96607e46cf343f21,63,0,,
evolution-data-server,https://git.gnome.org/browse/evolution-data-server/commit/?id=5d8b92c622f6927b253762ff9310479dd3ac627d,camel/camel-gpg-context.c,No,3e789c94bffbaa7621262de3f88d92d38b15e0af,36,32,5d8b92c622f6927b253762ff9310479dd3ac627d,13,1,CVE-2013-4166,CWE-200
evolution-data-server,https://gitlab.gnome.org/GNOME/evolution-data-server/-/commit/2cc39592b532cf0dc994fd3694b8e6bf924c9ab5,src/camel/providers/imapx/camel-imapx-server.c,No,67087142ad7c274fe99041ca17b08fc2334da741,355,342,2cc39592b532cf0dc994fd3694b8e6bf924c9ab5,2,1,,
evolution-data-server,https://gitlab.gnome.org/GNOME/evolution-data-server/commit/6672b8236139bd6ef41ecb915f4c72e2a052dba5,src/libedataserver/e-data-server-util.c,No,0e747c63355710c6054e5254b46ef02af84831ad,60,7,6672b8236139bd6ef41ecb915f4c72e2a052dba5,3,1,,
evolution-data-server,,camel/providers/imapx/camel-imapx-server.c,No,8a829b614c6d18d9bad74dcb8ed3ba0b2590fb90,19,10,f26a6f672096790d0bbd76903db4c9a2e44f116b,3,2,,
exif,https://github.com/libexif/exif/commit/eb84b0e3c5f2a86013b6fcfb800d187896a648fa,exif/actions.c,Yes,f6334d9d32437ef13dc902f0a88a2be0063d9d1c,2,0,eb84b0e3c5f2a86013b6fcfb800d187896a648fa,1,1,CVE-2021-27815,CWE-476
exif,https://github.com/libexif/exif/commit/f6334d9d32437ef13dc902f0a88a2be0063d9d1c,exif/actions.c,No,5091d97b8978b6ce2c828568abc47af3865382c9,99,82,f6334d9d32437ef13dc902f0a88a2be0063d9d1c,2,0,CVE-2021-27815,CWE-476
exiv2,https://github.com/Exiv2/exiv2/commit/6e3855aed7ba8bb4731fc4087ca7f9078b2f3d97,src/error.cpp;src/image.cpp;include/exiv2/value.hpp;src/bigtiffimage.cpp;test/data/bugfixes-test.out;src/basicio.cpp,No,9aad5cd6df95315a95141b9c305d437fa82c5d05,0,0,6e3855aed7ba8bb4731fc4087ca7f9078b2f3d97,22,6,CVE-2017-17723,CWE-125
exiv2,https://github.com/Exiv2/exiv2/commit/e925bc5addd881543fa503470c8a859e112cca62,src/webpimage.cpp,No,a048325e18d5328fc00b80cd2f0bf70a8f35ad9b,22,0,e925bc5addd881543fa503470c8a859e112cca62,3,2,,
exiv2,https://github.com/Exiv2/exiv2/commit/8cd95e221889e41e9cc153e2cfb5a7b41c7bc7a4,test/data/issue_789_poc1.png;src/pngimage.cpp;tests/bugfixes/github/test_issue_789.py,No,f05d100579effd7459fd0715b26239d4cd2c9bcc,19,5,8cd95e221889e41e9cc153e2cfb5a7b41c7bc7a4,25,5,,
exiv2,https://github.com/Exiv2/exiv2/commit/b3d077dcaefb6747fff8204490f33eba5a144edb,src/crwimage_int.cpp,No,274b65a6710739987859843256b103307baca1d8,14,0,b3d077dcaefb6747fff8204490f33eba5a144edb,7,2,,
exiv2,https://github.com/Exiv2/exiv2/commit/c0ecc2ae36f34462be98623deb85ba1747ae2175,src/crwimage_int.cpp;tests/bugfixes/github/test_issue_843.py;test/data/issue_843_poc.crw,No,f4a37c63f2f890c16ff7192fc89a75a7c34ae82b,10,21,c0ecc2ae36f34462be98623deb85ba1747ae2175,24,2,,
exiv2,https://github.com/Exiv2/exiv2/commit/ae20c30805b330275b2aa0303a42e1f2bbd53661,src/http.cpp,No,c79af9f5adb33043c0a5aaae1a30120cd98ef694,7,4,ae20c30805b330275b2aa0303a42e1f2bbd53661,19,5,,
exiv2,https://github.com/Exiv2/exiv2/commit/783b3a6ff15ed6f82a8f8e6c8a6f3b84a9b04d4b,src/webpimage.cpp,No,dbde0bc5367e2ad29909ed84170e3fe4c28c9dea,22,0,783b3a6ff15ed6f82a8f8e6c8a6f3b84a9b04d4b,30,11,,
exiv2,https://github.com/Exiv2/exiv2/commit/ccde30afa8ca787a3fe17388a15977f107a53b72,src/http.cpp,No,19e0693920b687ee789c37c4068e829e083d3838,8,9,ccde30afa8ca787a3fe17388a15977f107a53b72,21,7,,
exiv2,https://github.com/Exiv2/exiv2/commit/afb98cbc6e288dc8ea75f3394a347fb9b37abc55,src/tiffimage.cpp,Yes,8ff26931e31bb25d66c69846f47f3f5b6d9a32f1,2,19,afb98cbc6e288dc8ea75f3394a347fb9b37abc55,1,1,,
exiv2,https://github.com/Exiv2/exiv2/commit/c73d1e27198a389ce7caf52ac30f8e2120acdafd,include/exiv2/webpimage.hpp;include/exiv2/basicio.hpp;tests/bugfixes/github/test_issue_791.py;src/webpimage.cpp;test/data/issue_791_poc1.webp;src/basicio.cpp,No,b5e3b5687cf937a998fb9873c64c2e4d812736ad,67,17,c73d1e27198a389ce7caf52ac30f8e2120acdafd,78,12,,
exiv2,https://github.com/Exiv2/exiv2/commit/68966932510213b5656fcf433ab6d7e26f48e23b,src/psdimage.cpp,No,b6bc4262c45fbfca238e8ca3178a5cc0697fed7c,14,0,68966932510213b5656fcf433ab6d7e26f48e23b,3,1,,
exiv2,https://github.com/Exiv2/exiv2/commit/6e42c1b55e0fc4f360cc56010b0ffe19aa6062d9,src/easyaccess.cpp,No,dc04cc92ebd6dd475a6c20ebc6f6fe80022856d5,12,0,6e42c1b55e0fc4f360cc56010b0ffe19aa6062d9,2,2,,
exiv2,https://github.com/Exiv2/exiv2/commit/ae49250942f4395639961abeed3c15920fcd7241,src/image.cpp,No,59013f2e2fc5ee51bc71e85222f56a35f8daa570,6,2,ae49250942f4395639961abeed3c15920fcd7241,5,2,,
exiv2,https://github.com/Exiv2/exiv2/commit/caa4e6745a76a23bb80127cf54c0d65096ae684c,test/data/issue_791_poc1.webp;include/exiv2/webpimage.hpp;src/webpimage.cpp;tests/bugfixes/github/test_issue_791.py,No,db870755b928cca7411a092ce12292afe9c4fa36,67,17,caa4e6745a76a23bb80127cf54c0d65096ae684c,52,12,,
exiv2,https://github.com/Exiv2/exiv2/commit/491c3ebe3b3faa6d8f75fb28146186792c2439da,test/data/issue_790_poc2.png;src/pngimage.cpp;tests/bugfixes/github/test_issue_790.py,No,adcfb90949fc05fa44dde29768b2d5f030d87a46,29,0,491c3ebe3b3faa6d8f75fb28146186792c2439da,29,0,,
exiv2,https://github.com/Exiv2/exiv2/commit/74cb5bab132ed76adf15df172c5e8b58cddaa96c,src/bigtiffimage.cpp;src/image.cpp,Yes,d8ae4484aeed52d9baa4317223743eebd30ba8e9,18,18,74cb5bab132ed76adf15df172c5e8b58cddaa96c,2,2,,
exiv2,https://github.com/Exiv2/exiv2/commit/1647908e00a4df7246d76678e59587e62c690dcd,src/bigtiffimage.cpp,No,4be065595e4b81e876e32c9c4705f8313f896d43,1243,0,1647908e00a4df7246d76678e59587e62c690dcd,7,5,,
exiv2,https://github.com/Exiv2/exiv2/commit/f6ee71526eef5649a529ac6da3f2843e3b63e227,src/jp2image.cpp,No,e118d145150649f79bd9e60807ec7c48b8cd433d,22,0,f6ee71526eef5649a529ac6da3f2843e3b63e227,3,0,,
exiv2,https://github.com/Exiv2/exiv2/commit/9628f82084ed30d494ddd4f7360d233801e22967,src/crwimage_int.cpp;tests/bugfixes/github/test_issue_843.py;test/data/issue_843_poc.crw,No,dd31ac778ceb72e12e2986202ba2202ef32624fb,56,61,9628f82084ed30d494ddd4f7360d233801e22967,24,2,,
exiv2,https://github.com/Exiv2/exiv2/commit/35b3e596edacd2437c2c5d3dd2b5c9502626163d,src/pngchunk_int.cpp,No,6da77e2c644d04e6e459d12a133730af22b8c1dc,7,0,35b3e596edacd2437c2c5d3dd2b5c9502626163d,37,26,,
exiv2,https://github.com/Exiv2/exiv2/commit/b7c71f3ad0386cd7af3b73443c0615ada073f0d5,src/psdimage.cpp,Yes,68966932510213b5656fcf433ab6d7e26f48e23b,3,1,b7c71f3ad0386cd7af3b73443c0615ada073f0d5,4,0,,
exiv2,https://github.com/Exiv2/exiv2/commit/6fa2e31206127bd8bcac0269311f3775a8d6ea21,test/data/issue_790_poc2.png;src/pngimage.cpp;tests/bugfixes/github/test_issue_790.py,No,fe3f3248dd5c3eff5333a8a1969f3a83fd2249ad,29,0,6fa2e31206127bd8bcac0269311f3775a8d6ea21,29,0,,
exiv2,https://github.com/Exiv2/exiv2/commit/670fb73dd5ee8acab90971c4878de29f9fc43a02,src/tiffimage.cpp,No,3f97960a1c4eb3794de678952eab676172e5876c,14,0,670fb73dd5ee8acab90971c4878de29f9fc43a02,13,5,,
exiv2,https://github.com/Exiv2/exiv2/commit/43f154f44b838e6b232193ccbd48e5a2e94bdd35,src/pngchunk_int.cpp,Yes,d3e69f6d2c60bd06bf1c0564b919989ecfc89ec1,40,3,43f154f44b838e6b232193ccbd48e5a2e94bdd35,1,2,,
exiv2,https://github.com/Exiv2/exiv2/commit/9a38066b8eddf3948696a3362aac29e012ebe690,src/pngimage.cpp,No,b090f4d7c53238768e7a7a19fb367473fc70806b,17,12,9a38066b8eddf3948696a3362aac29e012ebe690,15,1,,
exiv2,https://github.com/Exiv2/exiv2/commit/c72d16f4c402a8acc2dfe06fe3d58bf6cf99069e,src/mrwimage.cpp;src/crwimage_int.cpp;src/tiffimage.cpp;include/exiv2/basicio.hpp;include/exiv2/xmp_exiv2.hpp;src/tiffcomposite_int.cpp;include/exiv2/types.hpp;src/webpimage.cpp;src/tiffvisitor_int.cpp;include/exiv2/exif.hpp;src/iptc.cpp;src/xmpsidecar.cpp;src/pngimage.cpp;src/psdimage.cpp;samples/tiff-test.cpp;include/exiv2/metadatum.hpp;src/types.cpp;src/basicio.cpp;include/exiv2/image.hpp;src/value.cpp;src/tiffcomposite_int.hpp;src/rafimage.cpp;src/xmp.cpp;src/bigtiffimage.cpp;src/makernote_int.cpp;src/exif.cpp;src/tiffimage_int.cpp;include/exiv2/jpgimage.hpp;src/pngchunk_int.hpp;samples/iotest.cpp;src/convert.cpp;include/exiv2/value.hpp;src/image.cpp;src/jp2image.cpp;include/exiv2/iptc.hpp;src/makernote_int.hpp;src/pgfimage.cpp;src/actions.cpp;src/crwimage.cpp;src/jpgimage.cpp;src/preview.cpp;src/pngchunk_int.cpp,No,f3a13a912f99e473d5a5c2d6040619edab20a701,9,7,c72d16f4c402a8acc2dfe06fe3d58bf6cf99069e,351,361,,
exiv2,https://github.com/Exiv2/exiv2/commit/9b7a19f957af53304655ed1efe32253a1b11a8d0,src/crwimage_int.cpp,No,c92ac88cb0ebe72a5a17654fe6cecf411ab1e572,20,0,9b7a19f957af53304655ed1efe32253a1b11a8d0,5,1,,
exiv2,https://github.com/Exiv2/exiv2/commit/09c734fbcd98b3ae880a90d669569c95242f477e,src/tiffimage.cpp;src/iptc.cpp;src/jpgimage.cpp;src/pngimage.cpp;include/exiv2/iptc.hpp,No,5182c06c22cb2aa99c02ce96886f529197dd29a6,3,0,09c734fbcd98b3ae880a90d669569c95242f477e,37,49,,
exiv2,https://github.com/Exiv2/exiv2/commit/bdf8d3ad5b7275b10eef3a0e3a713859cb3f6c2f,test/data/exiv2-bug1108.exv;test/bugfixes-test.sh;src/jpgimage.cpp;src/pngimage.cpp;test/data/bugfixes-test.out,No,36b42eabebe31df042c4f2e91ae0bf3f55624607,2,2,bdf8d3ad5b7275b10eef3a0e3a713859cb3f6c2f,56,10,,
exiv2,https://github.com/Exiv2/exiv2/commit/bd0afe0390439b2c424d881c8c6eb0c5624e31d9,unitTests/CMakeLists.txt;unitTests/test_basicio.cpp;src/basicio.cpp,No,f650c6c97359ae8ed88914fbb9c97b17efdd75e2,4,8,bd0afe0390439b2c424d881c8c6eb0c5624e31d9,84,1,CVE-2019-13504,CWE-125
exiv2,https://github.com/Exiv2/exiv2/commit/f9308839198aca5e68a65194f151a1de92398f54,src/jp2image.cpp,No,e1686ebc3893db3b5a3b9842e8b047473dde5b72,43,0,f9308839198aca5e68a65194f151a1de92398f54,9,5,CVE-2021-29464,CWE-703
exo,https://github.com/xfce-mirror/exo/commit/c71c04ff5882b2866a0d8506fb460d4ef796de9f,exo-open/main.c,No,e75ba4a9bb72e9caba2d5c94c8c9d0ad6a62a64b,1,1,c71c04ff5882b2866a0d8506fb460d4ef796de9f,10,0,CVE-2022-32278,
ext-http,https://github.com/m6w6/ext-http/commit/17137d4ab1ce81a2cee0fae842340a344ef3da83,package.xml;src/php_http_params.c;.gitignore,No,3c7b514d38d844b855d430fcbaed6dea67c9c17b,1,1,17137d4ab1ce81a2cee0fae842340a344ef3da83,41,3,,
feh,https://github.com/derf/feh/commit/f7a547b7ef8fc8ebdeaa4c28515c9d72e592fb6d,src/wallpaper.c,No,a0072d60705b9764970d435ec59dfc5c53158748,22,3,f7a547b7ef8fc8ebdeaa4c28515c9d72e592fb6d,1,1,,
